,Unnamed: 0,Unnamed: 0_x,sentence,focus,episode,filename,tokens,stemmed_tokens,norm_tokens,token_count,sentiment,focus_split,characterName,actor_name,appearances,character_name,position,posting,rank,species,character_name_split,Unnamed: 0_y,No. overall,No. in season,Title,Stardate,Directed by,Written by,Original air date,U.S. viewers (millions),merge_index,Aggressive_Words,Count_Aggressive_Words
15427,15427,62377,"Captain, recommend we transfer all power to phasers, and arm the photon torpedos.",riker,25.0,126.txt,"['captain', 'recommend', 'transfer', 'power', 'phasers', 'arm', 'photon', 'torpedos']","['Captain', 'recommend', 'transfer', 'power', 'phaser', 'arm', 'photon', 'torpedo']","['Captain', 'recommend', 'transfer', 'power', 'phaser', 'arm', 'photon', 'torpedo']",8.0,0.3612,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",25,26,26,"""The Neutral Zone""",41986.0,James L. Conway,Teleplay: Maurice Hurley Story: Deborah McIntyre & Mona Clee,"May?16,?1988?(1988-05-16)",10.2[1],25,['photon'],1
15440,15440,76073,"Well, sir, you were dead for over threehundred years...",wesley,25.0,126.txt,"['well', 'sir', 'dead', 'threehundred', 'years']","['Well', 'sir', 'dead', 'threehundr', 'year']","['Well', 'sir', 'dead', 'threehundr', 'year']",5.0,-0.4939,['wesley'],wesley crusher,Wil Wheaton,"['TNG', 'NEM']",wesley crusher,Helmsman (S1-4),USS Titan,"['Lieutenant, JG']",Human,"['wesley', 'crusher']",25,26,26,"""The Neutral Zone""",41986.0,James L. Conway,Teleplay: Maurice Hurley Story: Deborah McIntyre & Mona Clee,"May?16,?1988?(1988-05-16)",10.2[1],25,['dead'],1
15555,15555,5246,"Every hour we delay, thousands die ",picard (v.o.),26.0,127.txt,"['every', 'hour', 'delay', 'thousands', 'die']","['Everi', 'hour', 'delay', 'thousand', 'die']","['Everi', 'hour', 'delay', 'thousand', 'die']",5.0,-0.7351,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",1,27,1,"""The Child""",42073.1,Rob Bowman,Jaron Summers & Jon Povill and Maurice Hurley,"November?21,?1988?(1988-11-21)",10.9[2],26,['die'],1
15764,15764,30075,subspace phase inverter.,data a,26.0,127.txt,"['subspace', 'phase', 'inverter']","['subspac', 'phase', 'invert']","['subspac', 'phase', 'invert']",3.0,0.0,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],1,27,1,"""The Child""",42073.1,Rob Bowman,Jaron Summers & Jon Povill and Maurice Hurley,"November?21,?1988?(1988-11-21)",10.9[2],26,['phase'],1
15909,15909,62409,Picard is obviously irritated by the breach in procedure.,riker,26.0,127.txt,"['picard', 'obviously', 'irritated', 'breach', 'procedure']","['Picard', 'obvious', 'irrit', 'breach', 'procedur']","['Picard', 'obvious', 'irrit', 'breach', 'procedur']",5.0,0.0,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",1,27,1,"""The Child""",42073.1,Rob Bowman,Jaron Summers & Jon Povill and Maurice Hurley,"November?21,?1988?(1988-11-21)",10.9[2],26,['breach'],1
16129,16129,100175,"For a beat, the group is in stunned silence.",pulaski,26.0,127.txt,"['for', 'beat', 'group', 'stunned', 'silence']","['For', 'beat', 'group', 'stun', 'silenc']","['For', 'beat', 'group', 'stun', 'silenc']",5.0,0.0,['pulaski'],katherine pulaski,Diana Muldaur,['TNG'],katherine pulaski,Chief Medical Officer,USS Enterprise-D,['Commander'],Human,"['katherine', 'pulaski']",1,27,1,"""The Child""",42073.1,Rob Bowman,Jaron Summers & Jon Povill and Maurice Hurley,"November?21,?1988?(1988-11-21)",10.9[2],26,['stunned'],1
16347,16347,5481,"Lock onto the beacon, and keep it dead astern.",picard,27.0,128.txt,"['lock', 'onto', 'beacon', 'keep', 'dead', 'astern']","['Lock', 'onto', 'beacon', 'keep', 'dead', 'astern']","['Lock', 'onto', 'beacon', 'keep', 'dead', 'astern']",6.0,-0.6486,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",2,28,2,"""Where Silence Has Lease""",42193.6,Winrich Kolbe,Jack B. Sowards,"November?28,?1988?(1988-11-28)",10.3[2],27,['dead'],1
16360,16360,5494,Fire torpedoes ,picard omitted60 int.,27.0,128.txt,"['fire', 'torpedoes']","['Fire', 'torpedo']","['Fire', 'torpedo']",2.0,-0.34,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",2,28,2,"""Where Silence Has Lease""",42193.6,Winrich Kolbe,Jack B. Sowards,"November?28,?1988?(1988-11-28)",10.3[2],27,['torpedoes'],1
16420,16420,5554,We'll fight you...,picard,27.0,128.txt,"['well', 'fight']","['Well', 'fight']","['Well', 'fight']",2.0,-0.128,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",2,28,2,"""Where Silence Has Lease""",42193.6,Winrich Kolbe,Jack B. Sowards,"November?28,?1988?(1988-11-28)",10.3[2],27,['fight'],1
16423,16423,5557,How do we fight something that both is.. ,picard (v.o.),27.0,128.txt,"['how', 'fight', 'something']","['How', 'fight', 'someth']","['How', 'fight', 'someth']",3.0,-0.3818,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",2,28,2,"""Where Silence Has Lease""",42193.6,Winrich Kolbe,Jack B. Sowards,"November?28,?1988?(1988-11-28)",10.3[2],27,['fight'],1
16601,16601,50725,Our shields are weakening.,worf,27.0,128.txt,"['our', 'shields', 'weakening']","['Our', 'shield', 'weaken']","['Our', 'shield', 'weaken']",3.0,-0.4215,['worf'],worf,Michael Dorn,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",worf,Helmsman (TNG S1),USS Enterprise-E,['Lt. Commander'],Klingon,['worf'],2,28,2,"""Where Silence Has Lease""",42193.6,Winrich Kolbe,Jack B. Sowards,"November?28,?1988?(1988-11-28)",10.3[2],27,['shields'],1
16639,16639,50763,"great human eye is peering in who has leapt down from his bridge level, major phaser in hand as if to protect the rest of the bridge crew.",a panning worf (optical),27.0,128.txt,"['great', 'human', 'eye', 'peering', 'leapt', 'bridge', 'level', 'major', 'phaser', 'hand', 'protect', 'rest', 'bridge', 'crew']","['great', 'human', 'eye', 'peer', 'leapt', 'bridg', 'level', 'major', 'phaser', 'hand', 'protect', 'rest', 'bridg', 'crew']","['great', 'human', 'eye', 'peer', 'leapt', 'bridg', 'level', 'major', 'phaser', 'hand', 'protect', 'rest', 'bridg', 'crew']",14.0,0.872,['worf'],worf,Michael Dorn,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",worf,Helmsman (TNG S1),USS Enterprise-E,['Lt. Commander'],Klingon,['worf'],2,28,2,"""Where Silence Has Lease""",42193.6,Winrich Kolbe,Jack B. Sowards,"November?28,?1988?(1988-11-28)",10.3[2],27,['phaser'],1
16640,16640,50764,"But now facing the strange with phaser in hand, Worf seems uncertain what to do next.",a panning worf (optical),27.0,128.txt,"['but', 'facing', 'strange', 'phaser', 'hand', 'worf', 'seems', 'uncertain', 'next']","['But', 'face', 'strang', 'phaser', 'hand', 'Worf', 'seem', 'uncertain', 'next']","['But', 'face', 'strang', 'phaser', 'hand', 'Worf', 'seem', 'uncertain', 'next']",9.0,0.25,['worf'],worf,Michael Dorn,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",worf,Helmsman (TNG S1),USS Enterprise-E,['Lt. Commander'],Klingon,['worf'],2,28,2,"""Where Silence Has Lease""",42193.6,Winrich Kolbe,Jack B. Sowards,"November?28,?1988?(1988-11-28)",10.3[2],27,['phaser'],1
16653,16653,62479,Worf's enemy drops ducks under the alien's club and drives a blow to the lower extremities of his opponent.,riker new angle a,27.0,128.txt,"['worfs', 'enemy', 'drops', 'ducks', 'aliens', 'club', 'drives', 'blow', 'lower', 'extremities', 'opponent']","['Worf', 'enemi', 'drop', 'duck', 'alien', 'club', 'drive', 'blow', 'lower', 'extrem', 'oppon']","['Worf', 'enemi', 'drop', 'duck', 'alien', 'club', 'drive', 'blow', 'lower', 'extrem', 'oppon']",11.0,-0.5106,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",2,28,2,"""Where Silence Has Lease""",42193.6,Winrich Kolbe,Jack B. Sowards,"November?28,?1988?(1988-11-28)",10.3[2],27,['enemy'],1
16715,16715,62541,"Arm your photon torpedoes, Mister Worf.",riker,27.0,128.txt,"['arm', 'photon', 'torpedoes', 'mister', 'worf']","['Arm', 'photon', 'torpedo', 'Mister', 'Worf']","['Arm', 'photon', 'torpedo', 'Mister', 'Worf']",5.0,0.0,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",2,28,2,"""Where Silence Has Lease""",42193.6,Winrich Kolbe,Jack B. Sowards,"November?28,?1988?(1988-11-28)",10.3[2],27,['photon'],1
16763,16763,62589,"Add to it an attack by a nonexistent Romulan vessel, it does suggest an interesting question: ""Was our away team even over there?"" If we weren't over there, where the hell were we?",data riker,27.0,128.txt,"['add', 'attack', 'nonexistent', 'romulan', 'vessel', 'suggest', 'interesting', 'question', 'was', 'away', 'team', 'even', 'if', 'werent', 'hell']","['Add', 'attack', 'nonexist', 'Romulan', 'vessel', 'suggest', 'interest', 'question', 'Wa', 'away', 'team', 'even', 'If', 'werent', 'hell']","['Add', 'attack', 'nonexist', 'Romulan', 'vessel', 'suggest', 'interest', 'question', 'Wa', 'away', 'team', 'even', 'If', 'werent', 'hell']",15.0,0.552,"['data', 'riker']",william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",2,28,2,"""Where Silence Has Lease""",42193.6,Winrich Kolbe,Jack B. Sowards,"November?28,?1988?(1988-11-28)",10.3[2],27,['attack'],1
16938,16938,5664,"Take his knife and let him go, Data.",picard,28.0,129.txt,"['take', 'knife', 'let', 'go', 'data']","['Take', 'knife', 'let', 'go', 'Data']","['Take', 'knife', 'let', 'go', 'Data']",5.0,0.0,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",3,29,3,"""Elementary, Dear Data""",42286.3,Rob Bowman,Brian Alan Lane,"December?5,?1988?(1988-12-05)",Unknown[2],28,['knife'],1
16964,16964,5690,And do not want to kill you.,picard,28.0,129.txt,"['and', 'want', 'kill']","['And', 'want', 'kill']","['And', 'want', 'kill']",3.0,-0.6597,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",3,29,3,"""Elementary, Dear Data""",42286.3,Rob Bowman,Brian Alan Lane,"December?5,?1988?(1988-12-05)",Unknown[2],28,['kill'],1
17053,17053,30226,Data looks along the street Walking toward them is a floridfaced gentleman with a fiery shock of red hair.,data,28.0,129.txt,"['data', 'looks', 'along', 'street', 'walking', 'toward', 'floridfaced', 'gentleman', 'fiery', 'shock', 'red', 'hair']","['Data', 'look', 'along', 'street', 'Walk', 'toward', 'floridfac', 'gentleman', 'fieri', 'shock', 'red', 'hair']","['Data', 'look', 'along', 'street', 'Walk', 'toward', 'floridfac', 'gentleman', 'fieri', 'shock', 'red', 'hair']",12.0,-0.3818,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],3,29,3,"""Elementary, Dear Data""",42286.3,Rob Bowman,Brian Alan Lane,"December?5,?1988?(1988-12-05)",Unknown[2],28,['red'],1
17063,17063,30236,"and a snake yellow with brownish speckles falls off the rope, hits the ground, slithers away...",data,28.0,129.txt,"['snake', 'yellow', 'brownish', 'speckles', 'falls', 'rope', 'hits', 'ground', 'slithers', 'away']","['snake', 'yellow', 'brownish', 'speckl', 'fall', 'rope', 'hit', 'ground', 'slither', 'away']","['snake', 'yellow', 'brownish', 'speckl', 'fall', 'rope', 'hit', 'ground', 'slither', 'away']",10.0,0.0,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],3,29,3,"""Elementary, Dear Data""",42286.3,Rob Bowman,Brian Alan Lane,"December?5,?1988?(1988-12-05)",Unknown[2],28,['yellow'],1
17126,17126,30299,"No Watson, not a dead end at all.",data,28.0,129.txt,"['no', 'watson', 'dead', 'end']","['No', 'Watson', 'dead', 'end']","['No', 'Watson', 'dead', 'end']",4.0,-0.7579,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],3,29,3,"""Elementary, Dear Data""",42286.3,Rob Bowman,Brian Alan Lane,"December?5,?1988?(1988-12-05)",Unknown[2],28,['dead'],1
17136,17136,30309,(interrupts) Have you injured her?,data,28.0,129.txt,"['interrupts', 'have', 'injured']","['interrupt', 'Have', 'injur']","['interrupt', 'Have', 'injur']",3.0,-0.34,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],3,29,3,"""Elementary, Dear Data""",42286.3,Rob Bowman,Brian Alan Lane,"December?5,?1988?(1988-12-05)",Unknown[2],28,['injured'],1
17174,17174,30347,It is possible he could have seriously injured you.,data,28.0,129.txt,"['it', 'possible', 'could', 'seriously', 'injured']","['It', 'possibl', 'could', 'serious', 'injur']","['It', 'possibl', 'could', 'serious', 'injur']",5.0,-0.0772,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],3,29,3,"""Elementary, Dear Data""",42286.3,Rob Bowman,Brian Alan Lane,"December?5,?1988?(1988-12-05)",Unknown[2],28,['injured'],1
17181,17181,30354,Under normal circumstances the phaser would pass right through the holographic image.,data,28.0,129.txt,"['under', 'normal', 'circumstances', 'phaser', 'would', 'pass', 'right', 'holographic', 'image']","['Under', 'normal', 'circumst', 'phaser', 'would', 'pass', 'right', 'holograph', 'imag']","['Under', 'normal', 'circumst', 'phaser', 'would', 'pas', 'right', 'holograph', 'imag']",9.0,0.0,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],3,29,3,"""Elementary, Dear Data""",42286.3,Rob Bowman,Brian Alan Lane,"December?5,?1988?(1988-12-05)",Unknown[2],28,['phaser'],1
17314,17314,87388,"As take note of this dead man, deduce that he was strangled.",geordi,28.0,129.txt,"['as', 'take', 'note', 'dead', 'man', 'deduce', 'strangled']","['As', 'take', 'note', 'dead', 'man', 'deduc', 'strangl']","['As', 'take', 'note', 'dead', 'man', 'deduc', 'strangl']",7.0,-0.6486,['geordi'],geordi la forge,LeVar Burton,"['TNG', 'GEN,FCT,INS,NEM', 'VOY']",geordi la forge,Helmsman (S1),USS Enterprise-E,['Lt. Commander'],Human,"['geordi', 'la', 'forge']",3,29,3,"""Elementary, Dear Data""",42286.3,Rob Bowman,Brian Alan Lane,"December?5,?1988?(1988-12-05)",Unknown[2],28,['dead'],1
17334,17334,87408,Another dead end.,geordi,28.0,129.txt,"['another', 'dead', 'end']","['Anoth', 'dead', 'end']","['Anoth', 'dead', 'end']",3.0,-0.6486,['geordi'],geordi la forge,LeVar Burton,"['TNG', 'GEN,FCT,INS,NEM', 'VOY']",geordi la forge,Helmsman (S1),USS Enterprise-E,['Lt. Commander'],Human,"['geordi', 'la', 'forge']",3,29,3,"""Elementary, Dear Data""",42286.3,Rob Bowman,Brian Alan Lane,"December?5,?1988?(1988-12-05)",Unknown[2],28,['dead'],1
17536,17536,5791,Then perhaps you can explain why his spacecraft is prepared to attack us unless we give him custody of you.,picard,29.0,130.txt,"['then', 'perhaps', 'explain', 'spacecraft', 'prepared', 'attack', 'us', 'unless', 'give', 'custody']","['Then', 'perhap', 'explain', 'spacecraft', 'prepar', 'attack', 'us', 'unless', 'give', 'custodi']","['Then', 'perhap', 'explain', 'spacecraft', 'prepar', 'attack', 'u', 'unless', 'give', 'custodi']",10.0,-0.4767,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",4,30,4,"""The Outrageous Okona""",42402.7,Robert Becker,Teleplay by: Burton Armus Story by: Les Menchen & Lance Dickson & David Landsberg,"December?12,?1988?(1988-12-12)",Unknown[2],29,['attack'],1
17544,17544,5799,They are prepared to attack the Enterprise.,picard,29.0,130.txt,"['they', 'prepared', 'attack', 'enterprise']","['They', 'prepar', 'attack', 'Enterpris']","['They', 'prepar', 'attack', 'Enterpris']",4.0,-0.4767,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",4,30,4,"""The Outrageous Okona""",42402.7,Robert Becker,Teleplay by: Burton Armus Story by: Les Menchen & Lance Dickson & David Landsberg,"December?12,?1988?(1988-12-12)",Unknown[2],29,['attack'],1
17570,17570,5825,Or perhaps both of them would decide to attack us.,star trek: act four continued: picard,29.0,130.txt,"['or', 'perhaps', 'would', 'decide', 'attack', 'us']","['Or', 'perhap', 'would', 'decid', 'attack', 'us']","['Or', 'perhap', 'would', 'decid', 'attack', 'u']",6.0,-0.4767,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",4,30,4,"""The Outrageous Okona""",42402.7,Robert Becker,Teleplay by: Burton Armus Story by: Les Menchen & Lance Dickson & David Landsberg,"December?12,?1988?(1988-12-12)",Unknown[2],29,['attack'],1
17639,17639,30390,Data stops dead in his tracks and runs through his program.,data,29.0,130.txt,"['data', 'stops', 'dead', 'tracks', 'runs', 'program']","['Data', 'stop', 'dead', 'track', 'run', 'program']","['Data', 'stop', 'dead', 'track', 'run', 'program']",6.0,-0.7579,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],4,30,4,"""The Outrageous Okona""",42402.7,Robert Becker,Teleplay by: Burton Armus Story by: Les Menchen & Lance Dickson & David Landsberg,"December?12,?1988?(1988-12-12)",Unknown[2],29,['dead'],1
17695,17695,30446,"Sensors report a minimum range combat craft of the Squadron Class, twentysix crew.",data,29.0,130.txt,"['sensors', 'report', 'minimum', 'range', 'combat', 'craft', 'squadron', 'class', 'twentysix', 'crew']","['Sensor', 'report', 'minimum', 'rang', 'combat', 'craft', 'Squadron', 'Class', 'twentysix', 'crew']","['Sensor', 'report', 'minimum', 'rang', 'combat', 'craft', 'Squadron', 'Class', 'twentysix', 'crew']",10.0,-0.34,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],4,30,4,"""The Outrageous Okona""",42402.7,Robert Becker,Teleplay by: Burton Armus Story by: Les Menchen & Lance Dickson & David Landsberg,"December?12,?1988?(1988-12-12)",Unknown[2],29,['combat'],1
17802,17802,50827,We could have destroyed both crafts without even using our photon torpedoes.,worf,29.0,130.txt,"['we', 'could', 'destroyed', 'crafts', 'without', 'even', 'using', 'photon', 'torpedoes']","['We', 'could', 'destroy', 'craft', 'without', 'even', 'use', 'photon', 'torpedo']","['We', 'could', 'destroy', 'craft', 'without', 'even', 'use', 'photon', 'torpedo']",9.0,-0.5423,['worf'],worf,Michael Dorn,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",worf,Helmsman (TNG S1),USS Enterprise-E,['Lt. Commander'],Klingon,['worf'],4,30,4,"""The Outrageous Okona""",42402.7,Robert Becker,Teleplay by: Burton Armus Story by: Les Menchen & Lance Dickson & David Landsberg,"December?12,?1988?(1988-12-12)",Unknown[2],29,['photon'],1
18109,18109,6018,(into com) Security alert all decks.,picard,30.0,131.txt,"['com', 'security', 'alert', 'decks']","['com', 'Secur', 'alert', 'deck']","['com', 'Secur', 'alert', 'deck']",4.0,0.29600000000000004,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",5,31,5,"""Loud as a Whisper""",42477.2,Larry Shaw,Jacqueline Zambrano,"January?9,?1989?(1989-01-09)",10.7[2],30,['alert'],1
18112,18112,6021,All phasers on stun ,picard,30.0,131.txt,"['all', 'phasers', 'stun']","['All', 'phaser', 'stun']","['All', 'phaser', 'stun']",3.0,0.0,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",5,31,5,"""Loud as a Whisper""",42477.2,Larry Shaw,Jacqueline Zambrano,"January?9,?1989?(1989-01-09)",10.7[2],30,"['phasers', 'stun']",2
18128,18128,6037,Slowly Data lowers the gun and turns to face Picard.,picard,30.0,131.txt,"['slowly', 'data', 'lowers', 'gun', 'turns', 'face', 'picard']","['Slowli', 'Data', 'lower', 'gun', 'turn', 'face', 'Picard']","['Slowli', 'Data', 'lower', 'gun', 'turn', 'face', 'Picard']",7.0,-0.5574,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",5,31,5,"""Loud as a Whisper""",42477.2,Larry Shaw,Jacqueline Zambrano,"January?9,?1989?(1989-01-09)",10.7[2],30,['gun'],1
18381,18381,30713,He grabs a phaser from the unconscious Klingon and points it at the security guards.,data,30.0,131.txt,"['he', 'grabs', 'phaser', 'unconscious', 'klingon', 'points', 'security', 'guards']","['He', 'grab', 'phaser', 'unconsci', 'Klingon', 'point', 'secur', 'guard']","['He', 'grab', 'phaser', 'unconsci', 'Klingon', 'point', 'secur', 'guard']",8.0,0.0,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],5,31,5,"""Loud as a Whisper""",42477.2,Larry Shaw,Jacqueline Zambrano,"January?9,?1989?(1989-01-09)",10.7[2],30,['phaser'],1
18382,18382,30714,"One of the guards goes for his phaser Data fires right into his chest, taking him out.",data,30.0,131.txt,"['one', 'guards', 'goes', 'phaser', 'data', 'fires', 'right', 'chest', 'taking']","['One', 'guard', 'goe', 'phaser', 'Data', 'fire', 'right', 'chest', 'take']","['One', 'guard', 'goe', 'phaser', 'Data', 'fire', 'right', 'chest', 'take']",9.0,-0.34,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],5,31,5,"""Loud as a Whisper""",42477.2,Larry Shaw,Jacqueline Zambrano,"January?9,?1989?(1989-01-09)",10.7[2],30,['phaser'],1
18419,18419,30751,Maybe should shoot one in the back just to let you know mean business.,data,30.0,131.txt,"['maybe', 'shoot', 'one', 'back', 'let', 'know', 'mean', 'business']","['Mayb', 'shoot', 'one', 'back', 'let', 'know', 'mean', 'busi']","['Mayb', 'shoot', 'one', 'back', 'let', 'know', 'mean', 'busi']",8.0,-0.34,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],5,31,5,"""Loud as a Whisper""",42477.2,Larry Shaw,Jacqueline Zambrano,"January?9,?1989?(1989-01-09)",10.7[2],30,['shoot'],1
18426,18426,30758,To kill me!,star trek: act five continued: data,30.0,131.txt,"['to', 'kill']","['To', 'kill']","['To', 'kill']",2.0,-0.6908,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],5,31,5,"""Loud as a Whisper""",42477.2,Larry Shaw,Jacqueline Zambrano,"January?9,?1989?(1989-01-09)",10.7[2],30,['kill'],1
18429,18429,30761,"sits at Command, watching the viewscreen, phaser in hand.",main bridge data (optical),30.0,131.txt,"['sits', 'command', 'watching', 'viewscreen', 'phaser', 'hand']","['sit', 'Command', 'watch', 'viewscreen', 'phaser', 'hand']","['sit', 'Command', 'watch', 'viewscreen', 'phaser', 'hand']",6.0,0.4939,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],5,31,5,"""Loud as a Whisper""",42477.2,Larry Shaw,Jacqueline Zambrano,"January?9,?1989?(1989-01-09)",10.7[2],30,['phaser'],1
18430,18430,30762,"He spins as the turbolift doors open, and fires a shot that barely misses Picard's head.",main bridge data (optical),30.0,131.txt,"['he', 'spins', 'turbolift', 'doors', 'open', 'fires', 'shot', 'barely', 'misses', 'picards', 'head']","['He', 'spin', 'turbolift', 'door', 'open', 'fire', 'shot', 'bare', 'miss', 'Picard', 'head']","['He', 'spin', 'turbolift', 'door', 'open', 'fire', 'shot', 'bare', 'miss', 'Picard', 'head']",11.0,-0.4588,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],5,31,5,"""Loud as a Whisper""",42477.2,Larry Shaw,Jacqueline Zambrano,"January?9,?1989?(1989-01-09)",10.7[2],30,['shot'],1
18443,18443,30775,He attacked me And a liar as well.,data,30.0,131.txt,"['he', 'attacked', 'and', 'liar', 'well']","['He', 'attack', 'And', 'liar', 'well']","['He', 'attack', 'And', 'liar', 'well']",5.0,-0.6486,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],5,31,5,"""Loud as a Whisper""",42477.2,Larry Shaw,Jacqueline Zambrano,"January?9,?1989?(1989-01-09)",10.7[2],30,['attacked'],1
