,Unnamed: 0,Unnamed: 0_x,sentence,focus,episode,filename,tokens,stemmed_tokens,norm_tokens,token_count,sentiment,focus_split,characterName,actor_name,appearances,character_name,position,posting,rank,species,character_name_split,Unnamed: 0_y,No. overall,No. in season,Title,Stardate,Directed by,Written by,Original air date,U.S. viewers (millions),merge_index,Aggressive_Words,Count_Aggressive_Words
45196,45196,67332,The door bursts open and Worf phaser raised.,riker,76.0,177.txt,"['the', 'door', 'bursts', 'open', 'worf', 'phaser', 'raised']","['The', 'door', 'burst', 'open', 'Worf', 'phaser', 'rais']","['The', 'door', 'burst', 'open', 'Worf', 'phaser', 'rais']",7.0,0.0,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",3,77,3,"""Brothers""",44085.7,Rob Bowman,Rick Berman,"October?8,?1990?(1990-10-08)",10.9[5],76,['phaser'],1
45225,45225,67361,And we're dead in the water until you get us out of here.,riker,76.0,177.txt,"['and', 'dead', 'water', 'get', 'us']","['And', 'dead', 'water', 'get', 'us']","['And', 'dead', 'water', 'get', 'u']",5.0,-0.6486,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",3,77,3,"""Brothers""",44085.7,Rob Bowman,Rick Berman,"October?8,?1990?(1990-10-08)",10.9[5],76,['dead'],1
45394,45394,98949,(slower) We programmed the game for an ordinary laser duel.,jake,76.0,177.txt,"['slower', 'we', 'programmed', 'game', 'ordinary', 'laser', 'duel']","['slower', 'We', 'program', 'game', 'ordinari', 'laser', 'duel']","['slower', 'We', 'program', 'game', 'ordinari', 'laser', 'duel']",7.0,0.0,['jake'],jake sisko,Cirroc Lofton,['DS9'],jake sisko,Student (S1-5),Deep Space 9,['Civilian'],Human,"['jake', 'sisko']",3,77,3,"""Brothers""",44085.7,Rob Bowman,Rick Berman,"October?8,?1990?(1990-10-08)",10.9[5],76,['laser'],1
45585,45585,13406,They used me to kill and destroy.,picard,77.0,178.txt,"['they', 'used', 'kill', 'destroy']","['They', 'use', 'kill', 'destroy']","['They', 'use', 'kill', 'destroy']",4.0,-0.8481,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",4,78,4,"""Suddenly Human""",44143.7,Gabrielle Beaumont,Teleplay: John Whelpley & Jeri Taylor Story: Ralph Phillips,"October?15,?1990?(1990-10-15)",10.3[5],77,['kill'],1
45844,45844,13468,(to Worf) Check shield and hull integrity for any sign of intruders...,picard,78.0,179.txt,"['worf', 'check', 'shield', 'hull', 'integrity', 'sign', 'intruders']","['Worf', 'Check', 'shield', 'hull', 'integr', 'sign', 'intrud']","['Worf', 'Check', 'shield', 'hull', 'integr', 'sign', 'intrud']",7.0,0.0,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",5,79,5,"""Remember Me""",44161.2,Cliff Bole,Lee Sheldon,"October?22,?1990?(1990-10-22)",11.4[5],78,['shield'],1
46063,46063,80649,"Lieutenant Worf, yesterday, before we left starbase an old friend of mine came onboard: Doctor Dalen Quaice.",beverly,78.0,179.txt,"['lieutenant', 'worf', 'yesterday', 'left', 'starbase', 'old', 'friend', 'mine', 'came', 'onboard', 'doctor', 'dalen', 'quaice']","['Lieuten', 'Worf', 'yesterday', 'left', 'starbas', 'old', 'friend', 'mine', 'came', 'onboard', 'Doctor', 'Dalen', 'Quaic']","['Lieuten', 'Worf', 'yesterday', 'left', 'starbas', 'old', 'friend', 'mine', 'came', 'onboard', 'Doctor', 'Dalen', 'Quaic']",13.0,0.4939,['beverly'],beverly crusher,Gates McFadden,"['TNG', 'GEN,FCT,INS,NEM']",beverly crusher,Head of Starfleet Medical (S2),USS Enterprise-E,['Commander'],Human,"['beverly', 'crusher']",5,79,5,"""Remember Me""",44161.2,Cliff Bole,Lee Sheldon,"October?22,?1990?(1990-10-22)",11.4[5],78,['mine'],1
46443,46443,98462,We're moving into phase now (tech)...,traveler,78.0,179.txt,"['were', 'moving', 'phase', 'tech']","['Were', 'move', 'phase', 'tech']","['Were', 'move', 'phase', 'tech']",4.0,0.0,['traveler'],the traveler,Eric Menyuk,['TNG'],the traveler,,Tau Alpha C,['Civilian'],Unknown,['traveler'],5,79,5,"""Remember Me""",44161.2,Cliff Bole,Lee Sheldon,"October?22,?1990?(1990-10-22)",11.4[5],78,['phase'],1
46492,46492,13548,Picard stares with concern at the red planet on the viewscreen in front of him.,picard,79.0,180.txt,"['picard', 'stares', 'concern', 'red', 'planet', 'viewscreen', 'front']","['Picard', 'stare', 'concern', 'red', 'planet', 'viewscreen', 'front']","['Picard', 'stare', 'concern', 'red', 'planet', 'viewscreen', 'front']",7.0,0.0,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",6,80,6,"""Legacy""",44215.2,Robert Scheerer,Joe Menosky,"October?29,?1990?(1990-10-29)",12.0[5],79,['red'],1
46499,46499,13555,(surprised) On screen close shot of Hayne in the same location.,picard insert viewscreen (optical) a,79.0,180.txt,"['surprised', 'on', 'screen', 'close', 'shot', 'hayne', 'location']","['surpris', 'On', 'screen', 'close', 'shot', 'Hayn', 'locat']","['surpris', 'On', 'screen', 'close', 'shot', 'Hayn', 'locat']",7.0,0.0,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",6,80,6,"""Legacy""",44215.2,Robert Scheerer,Joe Menosky,"October?29,?1990?(1990-10-29)",12.0[5],79,['shot'],1
46537,46537,13593,"The first time met Tasha Yar, she was making her way through a Carnelian mine field to reach a wounded colonist.",picard,79.0,180.txt,"['the', 'first', 'time', 'met', 'tasha', 'yar', 'making', 'way', 'carnelian', 'mine', 'field', 'reach', 'wounded', 'colonist']","['The', 'first', 'time', 'met', 'Tasha', 'Yar', 'make', 'way', 'Carnelian', 'mine', 'field', 'reach', 'wound', 'colonist']","['The', 'first', 'time', 'met', 'Tasha', 'Yar', 'make', 'way', 'Carnelian', 'mine', 'field', 'reach', 'wound', 'colonist']",14.0,0.0258,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",6,80,6,"""Legacy""",44215.2,Robert Scheerer,Joe Menosky,"October?29,?1990?(1990-10-29)",12.0[5],79,['mine'],1
46715,46715,33876,Riker picks up Ishara's phaser as she starts to regain consciousness.,data,79.0,180.txt,"['riker', 'picks', 'isharas', 'phaser', 'starts', 'regain', 'consciousness']","['Riker', 'pick', 'Ishara', 'phaser', 'start', 'regain', 'conscious']","['Riker', 'pick', 'Ishara', 'phaser', 'start', 'regain', 'conscious']",7.0,0.0,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],6,80,6,"""Legacy""",44215.2,Robert Scheerer,Joe Menosky,"October?29,?1990?(1990-10-29)",12.0[5],79,['phaser'],1
46721,46721,33882,It is not possible for me to be injured in that fashion As he finishes setting the controls.,data,79.0,180.txt,"['it', 'possible', 'injured', 'fashion', 'as', 'finishes', 'setting', 'controls']","['It', 'possibl', 'injur', 'fashion', 'As', 'finish', 'set', 'control']","['It', 'possibl', 'injur', 'fashion', 'As', 'finish', 'set', 'control']",8.0,0.0,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],6,80,6,"""Legacy""",44215.2,Robert Scheerer,Joe Menosky,"October?29,?1990?(1990-10-29)",12.0[5],79,['injured'],1
46885,46885,67489,"When they are set, with phasers in firing position ""Legacy""",riker,79.0,180.txt,"['when', 'set', 'phasers', 'firing', 'position', 'legacy']","['When', 'set', 'phaser', 'fire', 'posit', 'Legaci']","['When', 'set', 'phaser', 'fire', 'posit', 'Legaci']",6.0,-0.34,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",6,80,6,"""Legacy""",44215.2,Robert Scheerer,Joe Menosky,"October?29,?1990?(1990-10-29)",12.0[5],79,['phasers'],1
46895,46895,67499,"When an enemy begins to approach, it pulses. ",riker,79.0,180.txt,"['when', 'enemy', 'begins', 'approach', 'pulses']","['When', 'enemi', 'begin', 'approach', 'puls']","['When', 'enemi', 'begin', 'approach', 'pul']",5.0,0.0,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",6,80,6,"""Legacy""",44215.2,Robert Scheerer,Joe Menosky,"October?29,?1990?(1990-10-29)",12.0[5],79,['enemy'],1
46948,46948,67552,"Riker, Data, Worf and Ishara head for the transporter pads, pulling their phasers as they do so ",riker,79.0,180.txt,"['riker', 'data', 'worf', 'ishara', 'head', 'transporter', 'pads', 'pulling', 'phasers']","['Riker', 'Data', 'Worf', 'Ishara', 'head', 'transport', 'pad', 'pull', 'phaser']","['Riker', 'Data', 'Worf', 'Ishara', 'head', 'transport', 'pad', 'pull', 'phaser']",9.0,0.0,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",6,80,6,"""Legacy""",44215.2,Robert Scheerer,Joe Menosky,"October?29,?1990?(1990-10-29)",12.0[5],79,['phasers'],1
46951,46951,67555,The crewmen comply as Riker fires a phaser blast at one of the restraints ,riker,79.0,180.txt,"['the', 'crewmen', 'comply', 'riker', 'fires', 'phaser', 'blast', 'one', 'restraints']","['The', 'crewmen', 'compli', 'Riker', 'fire', 'phaser', 'blast', 'one', 'restraint']","['The', 'crewman', 'compli', 'Riker', 'fire', 'phaser', 'blast', 'one', 'restraint']",9.0,-0.34,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",6,80,6,"""Legacy""",44215.2,Robert Scheerer,Joe Menosky,"October?29,?1990?(1990-10-29)",12.0[5],79,['phaser'],1
46963,46963,67567,She attacked two Federation officers.,riker,79.0,180.txt,"['she', 'attacked', 'two', 'federation', 'officers']","['She', 'attack', 'two', 'Feder', 'offic']","['She', 'attack', 'two', 'Feder', 'offic']",5.0,-0.4767,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",6,80,6,"""Legacy""",44215.2,Robert Scheerer,Joe Menosky,"October?29,?1990?(1990-10-29)",12.0[5],79,['attacked'],1
46996,46996,80934,"The garments worn by three of them are torn in several places, as if in a fight that just happened.",beverly,79.0,180.txt,"['the', 'garments', 'worn', 'three', 'torn', 'several', 'places', 'fight', 'happened']","['The', 'garment', 'worn', 'three', 'torn', 'sever', 'place', 'fight', 'happen']","['The', 'garment', 'worn', 'three', 'torn', 'sever', 'place', 'fight', 'happen']",9.0,-0.7003,['beverly'],beverly crusher,Gates McFadden,"['TNG', 'GEN,FCT,INS,NEM']",beverly crusher,Head of Starfleet Medical (S2),USS Enterprise-E,['Commander'],Human,"['beverly', 'crusher']",6,80,6,"""Legacy""",44215.2,Robert Scheerer,Joe Menosky,"October?29,?1990?(1990-10-29)",12.0[5],79,['fight'],1
46999,46999,80937,"They stop dead in their tracks, completely surprised at the sight of the away team directly in front of them, phasers now raised.",beverly,79.0,180.txt,"['they', 'stop', 'dead', 'tracks', 'completely', 'surprised', 'sight', 'away', 'team', 'directly', 'front', 'phasers', 'raised']","['They', 'stop', 'dead', 'track', 'complet', 'surpris', 'sight', 'away', 'team', 'directli', 'front', 'phaser', 'rais']","['They', 'stop', 'dead', 'track', 'complet', 'surpris', 'sight', 'away', 'team', 'directli', 'front', 'phaser', 'rais']",13.0,-0.7579,['beverly'],beverly crusher,Gates McFadden,"['TNG', 'GEN,FCT,INS,NEM']",beverly crusher,Head of Starfleet Medical (S2),USS Enterprise-E,['Commander'],Human,"['beverly', 'crusher']",6,80,6,"""Legacy""",44215.2,Robert Scheerer,Joe Menosky,"October?29,?1990?(1990-10-29)",12.0[5],79,"['dead', 'phasers']",2
47001,47001,80939,The injured man slumps to his knees.,beverly,79.0,180.txt,"['the', 'injured', 'man', 'slumps', 'knees']","['The', 'injur', 'man', 'slump', 'knee']","['The', 'injur', 'man', 'slump', 'knee']",5.0,0.0,['beverly'],beverly crusher,Gates McFadden,"['TNG', 'GEN,FCT,INS,NEM']",beverly crusher,Head of Starfleet Medical (S2),USS Enterprise-E,['Commander'],Human,"['beverly', 'crusher']",6,80,6,"""Legacy""",44215.2,Robert Scheerer,Joe Menosky,"October?29,?1990?(1990-10-29)",12.0[5],79,['injured'],1
47032,47032,89982,Transport a couple of photon grenades into the adjoining chambers.,geordi,79.0,180.txt,"['transport', 'couple', 'photon', 'grenades', 'adjoining', 'chambers']","['Transport', 'coupl', 'photon', 'grenad', 'adjoin', 'chamber']","['Transport', 'coupl', 'photon', 'grenad', 'adjoin', 'chamber']",6.0,0.0,['geordi'],geordi la forge,LeVar Burton,"['TNG', 'GEN,FCT,INS,NEM', 'VOY']",geordi la forge,Helmsman (S1),USS Enterprise-E,['Lt. Commander'],Human,"['geordi', 'la', 'forge']",6,80,6,"""Legacy""",44215.2,Robert Scheerer,Joe Menosky,"October?29,?1990?(1990-10-29)",12.0[5],79,['photon'],1
47033,47033,89983,"At minimum intensity it wouldn't kill anybody, just shake them up a lot.",geordi,79.0,180.txt,"['at', 'minimum', 'intensity', 'wouldnt', 'kill', 'anybody', 'shake', 'lot']","['At', 'minimum', 'intens', 'wouldnt', 'kill', 'anybodi', 'shake', 'lot']","['At', 'minimum', 'intens', 'wouldnt', 'kill', 'anybodi', 'shake', 'lot']",8.0,0.6435,['geordi'],geordi la forge,LeVar Burton,"['TNG', 'GEN,FCT,INS,NEM', 'VOY']",geordi la forge,Helmsman (S1),USS Enterprise-E,['Lt. Commander'],Human,"['geordi', 'la', 'forge']",6,80,6,"""Legacy""",44215.2,Robert Scheerer,Joe Menosky,"October?29,?1990?(1990-10-29)",12.0[5],79,['kill'],1
47037,47037,89987,There's a lot of damage here...,geordi,79.0,180.txt,"['theres', 'lot', 'damage']","['There', 'lot', 'damag']","['There', 'lot', 'damag']",3.0,0.0,['geordi'],geordi la forge,LeVar Burton,"['TNG', 'GEN,FCT,INS,NEM', 'VOY']",geordi la forge,Helmsman (S1),USS Enterprise-E,['Lt. Commander'],Human,"['geordi', 'la', 'forge']",6,80,6,"""Legacy""",44215.2,Robert Scheerer,Joe Menosky,"October?29,?1990?(1990-10-29)",12.0[5],79,['damage'],1
47046,47046,89996,We could use the ship's phasers to cut a shaft through the bedrock to this storage tunnel here  Geordi's hand indicates a line starting from just outside the surface settlement and heading straight down through the ground to a chamber near the one he previously indicated.,geordi,79.0,180.txt,"['we', 'could', 'use', 'ships', 'phasers', 'cut', 'shaft', 'bedrock', 'storage', 'tunnel', 'geordis', 'hand', 'indicates', 'line', 'starting', 'outside', 'surface', 'settlement', 'heading', 'straight', 'ground', 'chamber', 'near', 'one', 'previously', 'indicated']","['We', 'could', 'use', 'ship', 'phaser', 'cut', 'shaft', 'bedrock', 'storag', 'tunnel', 'Geordi', 'hand', 'indic', 'line', 'start', 'outsid', 'surfac', 'settlement', 'head', 'straight', 'ground', 'chamber', 'near', 'one', 'previous', 'indic']","['We', 'could', 'use', 'ship', 'phaser', 'cut', 'shaft', 'bedrock', 'storag', 'tunnel', 'Geordi', 'hand', 'indic', 'line', 'start', 'outsid', 'surfac', 'settlement', 'head', 'straight', 'ground', 'chamber', 'near', 'one', 'previous', 'indic']",26.0,0.4588,['geordi'],geordi la forge,LeVar Burton,"['TNG', 'GEN,FCT,INS,NEM', 'VOY']",geordi la forge,Helmsman (S1),USS Enterprise-E,['Lt. Commander'],Human,"['geordi', 'la', 'forge']",6,80,6,"""Legacy""",44215.2,Robert Scheerer,Joe Menosky,"October?29,?1990?(1990-10-29)",12.0[5],79,['phasers'],1
47049,47049,89999,Geordi's finger traces out the steps on the map  (continuing) It would take me a few hours to adjust the phasers for drilling.,geordi (o.s.),79.0,180.txt,"['geordis', 'finger', 'traces', 'steps', 'map', 'continuing', 'it', 'would', 'take', 'hours', 'adjust', 'phasers', 'drilling']","['Geordi', 'finger', 'trace', 'step', 'map', 'continu', 'It', 'would', 'take', 'hour', 'adjust', 'phaser', 'drill']","['Geordi', 'finger', 'trace', 'step', 'map', 'continu', 'It', 'would', 'take', 'hour', 'adjust', 'phaser', 'drill']",13.0,0.0,['geordi'],geordi la forge,LeVar Burton,"['TNG', 'GEN,FCT,INS,NEM', 'VOY']",geordi la forge,Helmsman (S1),USS Enterprise-E,['Lt. Commander'],Human,"['geordi', 'la', 'forge']",6,80,6,"""Legacy""",44215.2,Robert Scheerer,Joe Menosky,"October?29,?1990?(1990-10-29)",12.0[5],79,['phasers'],1
47060,47060,97368,"slender, threemeterlong, heavily damaged escape pod is in the center of the area, guarded by midtwenties, armed with one phaser and two stunsticks  Hidden behind a projection, having just transported down.","a two alliance men and one alliance woman, angle on riker, data, worf, and geordi",79.0,180.txt,"['slender', 'threemeterlong', 'heavily', 'damaged', 'escape', 'pod', 'center', 'area', 'guarded', 'midtwenties', 'armed', 'one', 'phaser', 'two', 'stunsticks', 'hidden', 'behind', 'projection', 'transported']","['slender', 'threemeterlong', 'heavili', 'damag', 'escap', 'pod', 'center', 'area', 'guard', 'midtwenti', 'arm', 'one', 'phaser', 'two', 'stunstick', 'Hidden', 'behind', 'project', 'transport']","['slender', 'threemeterlong', 'heavili', 'damag', 'escap', 'pod', 'center', 'area', 'guard', 'midtwenti', 'arm', 'one', 'phaser', 'two', 'stunstick', 'Hidden', 'behind', 'project', 'transport']",19.0,0.0,"['one', 'geordi']",number one,Majel Barrett,['The Cage'],number one,First Officer,USS Enterprise,['Lt. Commander'],Human,"['number', 'one']",6,80,6,"""Legacy""",44215.2,Robert Scheerer,Joe Menosky,"October?29,?1990?(1990-10-29)",12.0[5],79,['phaser'],1
